id,I_e,I_e_err,PA,PA_err,X0,X0_err,Y0,Y0_err,dX0,dY0,dec,ell,ell_err,m_tot,mu_0,mu_e,mu_e_ave,n,n_err,r_e,r_e_err,ra,I_e_forced_g,I_e_err_forced_g,m_tot_forced_g,mu_0_forced_g,mu_e_forced_g,mu_e_ave_forced_g,I_e_forced_r,I_e_err_forced_r,m_tot_forced_r,mu_0_forced_r,mu_e_forced_r,mu_e_ave_forced_r,flag,central_mask_frac,x_image,y_image,x_hsc,y_hsc,ra_sex,dec_sex,a_image,b_image,theta_image,ellipticity,kron_radius,petro_radius,flags,mag_auto_g,mag_auto_r,mag_auto_i,magerr_auto_g,magerr_auto_r,magerr_auto_i,mag_petro_g,mag_petro_r,mag_petro_i,magerr_petro_g,magerr_petro_r,magerr_petro_i,mag_ap0_g,mag_ap1_g,mag_ap2_g,mag_ap3_g,mag_ap4_g,mag_ap5_g,mag_ap6_g,mag_ap7_g,mag_ap8_g,mag_ap9_g,magerr_ap0_g,magerr_ap1_g,magerr_ap2_g,magerr_ap3_g,magerr_ap4_g,magerr_ap5_g,magerr_ap6_g,magerr_ap7_g,magerr_ap8_g,magerr_ap9_g,mag_ap0_r,mag_ap1_r,mag_ap2_r,mag_ap3_r,mag_ap4_r,mag_ap5_r,mag_ap6_r,mag_ap7_r,mag_ap8_r,mag_ap9_r,magerr_ap0_r,magerr_ap1_r,magerr_ap2_r,magerr_ap3_r,magerr_ap4_r,magerr_ap5_r,magerr_ap6_r,magerr_ap7_r,magerr_ap8_r,magerr_ap9_r,mag_ap0_i,mag_ap1_i,mag_ap2_i,mag_ap3_i,mag_ap4_i,mag_ap5_i,mag_ap6_i,mag_ap7_i,mag_ap8_i,mag_ap9_i,magerr_ap0_i,magerr_ap1_i,magerr_ap2_i,magerr_ap3_i,magerr_ap4_i,magerr_ap5_i,magerr_ap6_i,magerr_ap7_i,magerr_ap8_i,magerr_ap9_i,fwhm_g,fwhm_r,fwhm_i,flux_radius_g,flux_radius_r,flux_radius_i,ebv,A_g,A_r,A_i,patch_id,g-i,g-r,candy,junk,tidal,cirrus,notes,viz-id,cat-id
7412855,1.9580605158700002,0.223028628118,88.9589,1.64221,101.6296,0.7861,102.7449,0.2849,0.3704,-0.7449,-0.460638209017,0.678446,0.0255519,21.9579582708,24.8811108282,26.270434725,25.6751546417,0.7988970000000001,0.11231400000000001,3.896928,0.27624240000000005,134.566748665,0.7170882936509999,0.027381306689299997,23.0485919638,25.9717445213,27.3610684181,26.765788334699998,1.3948093820899998,0.0457660147392,22.3262363958,25.2493889533,26.638712850100003,26.0434327667,0.0,0.0,3416.4741,166.5547,23316.4741,24066.5547,134.5666626,-0.4606471,11.73,4.63,-2.67,0.605,5.18,7.92,18,22.9411,22.4858,21.7891,0.051,0.0538,0.0432,23.1546,22.9146,21.8475,0.095,0.1221,0.0697,27.9213,27.1455,26.6697,26.3441,26.0866,25.8544,24.7667,23.8601,23.5172,23.2928,0.1969,0.1286,0.1034,0.0923,0.0847,0.0783,0.0574,0.0498,0.0477,0.0499,27.4698,26.6986,26.109,25.660999999999998,25.3264,25.0573,23.9807,23.0954,22.793000000000003,22.7193,0.2084,0.1366,0.099,0.0789,0.0675,0.0602,0.0447,0.0395,0.0393,0.0472,26.8081,26.185,25.714000000000002,25.2995,24.9726,24.7053,23.5599,22.6428,22.3758,22.1867,0.1727,0.1298,0.1049,0.0863,0.0742,0.0664,0.0462,0.0397,0.0407,0.044000000000000004,7.43232,7.43232,7.43232,3.030048,2.375184,2.911608,0.0256050616967,0.08278116446539999,0.0586611963471,0.0418642758741,8988,1.04971680441,0.6982355998819999,1,0,0,0, ,1420,649
7430665,9.12797619048,0.16443381519300002,124.229,3.00101,101.6083,0.0473,100.994,0.0462,-1.6083,-0.9940000000000001,-0.052140225081599996,0.0850761,0.00853937,19.5700213872,22.1320635286,24.599063753499998,23.7771205234,1.2984200000000001,0.0189052,2.8949256,0.031905552000000004,135.072313281,4.45351473923,0.012746811224499999,20.3492003987,22.9112425402,25.378242765,24.5562995349,7.14328231293,0.019198944161,19.836213097599998,22.3982552391,24.865255464,24.043312233800002,0.0,0.0,580.2404,920.6285,12480.2404,32820.6285,135.0723365,-0.0521587,14.382,13.273,52.81,0.077,3.5,5.28,0,20.2514,19.8339,19.5792,0.005,0.0053,0.0064,20.2737,19.874000000000002,19.6024,0.0077,0.0082,0.0099,25.267,24.6846,24.24,23.8933,23.6001,23.3587,22.1953,21.1862,20.8394,20.5539,0.0157,0.0122,0.0101,0.0088,0.0079,0.0072,0.0049,0.0039,0.0037,0.0037,24.7028,24.1229,23.6694,23.3199,23.026,22.7849,21.6394,20.6753,20.3567,20.0953,0.0145,0.0113,0.0093,0.0081,0.0072,0.0066,0.0046,0.0038,0.0037,0.0037,24.302,23.7258,23.2852,22.9448,22.6608,22.4281,21.3275,20.4023,20.0941,19.8373,0.0155,0.0121,0.0101,0.0088,0.0079,0.0073,0.0053,0.0045,0.0045,0.0045,5.64144,3.9295199999999997,3.89424,3.094392,2.88708,2.85348,0.024844903874200002,0.08032357422519999,0.0569196747757,0.040621417834300004,9004,0.7394768551090001,0.489583401651,1,0,0,0, ,1421,650
7436624,6.020195578230001,0.122960246599,24.8543,1.33534,103.0829,0.1294,103.5294,0.1596,-0.0829,-0.5294,0.006067089336859999,0.28981999999999997,0.011381,20.4066423486,24.0842116871,25.0509734989,24.5784911272,0.6012689999999999,0.018394,3.2329248,0.042240072000000004,134.610102123,4.068558673469999,0.019084148242599998,20.8320673911,24.5096367296,25.4763985414,25.0039161697,5.4347718253999995,0.027520053854900004,20.5177155614,24.1952848999,25.1620467118,24.689564340100002,0.0,0.0,2486.8418,2168.8098,22386.8418,34068.8098,134.61006730000003,0.0060799,14.007,11.345,-43.05,0.19,3.5,5.94,2,20.779,20.4241,20.361,0.0073,0.0083,0.0122,20.7957,20.386,20.5433,0.0125,0.0137,0.0246,26.445,25.8819,25.398000000000003,24.9961,24.6458,24.362,22.9313,21.6831,21.2885,21.0176,0.046,0.036000000000000004,0.0291,0.024,0.0203,0.0179,0.0096,0.0061,0.0055,0.0055,26.2103,25.5703,25.0544,24.6708,24.3272,24.0291,22.5974,21.3684,20.9891,20.7196,0.059000000000000004,0.043,0.0337,0.0283,0.0241,0.0209,0.0112,0.0072,0.0067,0.0067,25.9878,25.4131,24.915,24.5435,24.2036,23.9066,22.4332,21.243000000000002,20.8638,20.6118,0.0748,0.0579,0.0461,0.0392,0.0334,0.0291,0.015,0.01,0.0093,0.0094,7.9212,8.61336,9.54912,2.9722560000000002,3.065496,2.9351279999999997,0.024778905070899998,0.0801102000943,0.0567684715175,0.040513509791,9009,0.385828352197,0.291010101123,1,0,0,0, ,1422,651
7438455,3.6492701247199992,0.160220379819,75.0407,2.03327,98.1138,0.3424,96.1967,0.2281,-2.1138,-0.1967,-0.223189213413,0.374207,0.021701400000000003,21.140482812000002,24.596453668400002,25.5944849707,25.1119158239,0.615971,0.04058540000000001,3.1403736,0.08766424800000001,134.46076594,1.84148596939,0.020353068310700002,21.8830768057,25.3390476621,26.3370789644,25.854509817600004,2.8824333900200005,0.034964356576,21.3965996413,24.8525704977,25.8506018,25.3680326532,0.0,0.0,1684.8849,1256.2747,25584.8849,29156.2747,134.4608233,-0.2231389,13.73,8.658999999999999,-13.6,0.369,3.5,6.6,0,21.8181,21.3876,21.0803,0.0156,0.0168,0.0187,21.6594,21.5249,21.3053,0.0254,0.0359,0.0433,27.3231,26.7039,26.2279,25.8329,25.499000000000002,25.1787,23.7094,22.6344,22.3135,22.0808,0.0968,0.0739,0.0592,0.0496,0.0423,0.0362,0.0187,0.0139,0.0135,0.013999999999999999,26.8553,26.1718,25.6877,25.2963,24.9643,24.6524,23.2067,22.1373,21.822,21.5807,0.1006,0.0723,0.0576,0.0483,0.0413,0.0356,0.0188,0.013999999999999999,0.0138,0.0142,26.4654,25.8822,25.4575,25.0475,24.6943,24.3583,22.9611,21.8547,21.5116,21.281,0.1038,0.0819,0.0689,0.0568,0.0477,0.0402,0.0221,0.016,0.0153,0.0159,10.99728,9.61464,10.99728,2.831472,2.682624,2.737056,0.026092465863200003,0.08435694213570001,0.0597778392925,0.0426611816863,9011,0.7008982332510001,0.461898061557,1,0,0,0, ,1423,652
7490867,9.944444444439998,0.10542481576,81.9302,3.19907,109.8942,0.0878,110.0043,0.0835,-0.8942,-1.0043,-0.165899866862,0.066456,0.00717262,19.3677958449,23.332379739,24.5060486853,23.9700178721,0.698283,0.0175648,3.4378512000000003,0.023029272000000003,133.54967381,5.27256944444,0.0231661706349,20.0566913883,24.0212752825,25.1949442288,24.6589134156,8.1968537415,0.0396410856009,19.5776291948,23.5422130889,24.7158820352,24.179851221999996,0.0,0.40784313725500004,1461.8542,2481.9639,13361.8542,30381.9639,133.5497223,-0.1659484,16.074,15.175,26.8,0.055999999999999994,3.5,5.94,0,19.9713,19.4804,19.2733,0.0046,0.0049,0.0047,19.9601,19.448,19.2731,0.0077,0.008,0.008,24.9029,24.316,23.8653,23.5161,23.2293,22.9926,21.9021,20.9439,20.6119,20.3469,0.0118,0.0092,0.0076,0.0066,0.0059,0.0054,0.004,0.0033,0.0032,0.0032,24.4682,23.8766,23.4193,23.0622,22.7687,22.5277,21.4171,20.4616,20.1371,19.8754,0.0132,0.0102,0.0084,0.0072,0.0064,0.0059,0.0042,0.0035,0.0034,0.0035,24.0395,23.4558,23.0095,22.6685,22.3905,22.1575,21.1072,20.1962,19.8796,19.6287,0.0105,0.0081,0.0068,0.0059,0.0053,0.0049,0.0037,0.0032,0.0032,0.0032,4.20672,4.02696,3.0979200000000002,3.208128,3.2454240000000003,3.10212,0.031615997642599994,0.102214520378,0.07243225059910001,0.05169215614559999,9059,0.638373179168,0.449279923721,1,0,0,0, ,1426,653
7515930,3.29943310658,0.024380598072599995,36.6506,0.307347,269.0727,0.2542,264.4162,0.3054,-12.0727,-7.4162,0.25797550216,0.49480100000000005,0.00408452,19.074608499300002,25.40558997,25.703901680500003,25.5083385346,0.27710300000000004,0.00581019,10.862376,0.059998512000000004,132.813817563,1.26613520408,0.007763995181409999,20.1145066082,26.445488079,26.7437997894,26.548236643499997,2.49340277778,0.012679350907,19.378725721400002,25.7097071921,26.008018902600003,25.8124557567,0.0,0.077791718946,1221.0212,3681.9038,29121.0212,7581.9038,132.8143333,0.2576716,52.516000000000005,28.666999999999998,-52.19,0.45399999999999996,3.5,4.62,3,20.1419,19.363,19.173,0.0125,0.01,0.0099,20.365,19.5631,19.5364,0.0202,0.0158,0.0182,28.0952,27.3678,26.8539,26.4602,26.1247,25.8586,24.3139,22.8122,22.2712,21.7816,0.2072,0.1427,0.1107,0.0927,0.0794,0.0709,0.0342,0.0172,0.0137,0.0112,27.6825,26.8461,26.2831,25.8491,25.4899,25.1802,23.596,22.0945,21.5364,21.0371,0.2324,0.1447,0.1074,0.0866,0.0725,0.0623,0.028999999999999998,0.0145,0.0114,0.0093,27.3303,26.528000000000002,25.9793,25.576,25.2649,24.9626,23.319000000000003,21.7753,21.1916,20.6764,0.1983,0.1274,0.0958,0.0794,0.0696,0.0601,0.0265,0.0128,0.0098,0.0078,39.13392,39.13392,39.13392,7.771008,8.070048,7.2413039999999995,0.0307734829317,0.0994906703183,0.0705020493966,0.05031464459340001,9081,0.990722083175,0.7067922658779999,0,0,1,0, ,1427,654
7566961,2.01859764739,0.0421464002268,22.0931,1.07023,254.9546,0.4932,279.4016,0.7072,6.0454,-18.4016,-0.40069306742,0.407573,0.0118263,19.5287173722,25.6798924908,26.237375593099998,25.9174042163,0.406384,0.016921900000000004,9.8249424,0.14306006400000001,131.949807872,0.8757971938779999,0.00867602040816,20.4353329057,26.5865080244,27.1439911266,26.8240197498,1.54449050454,0.0136197562358,19.8193786725,25.9705537912,26.528036893400003,26.208065516599998,0.0,0.003914988814320001,4006.9809999999998,1433.8254,15906.981000000002,25333.8254,131.94948,-0.40151329999999996,31.381,18.727999999999998,-71.68,0.40299999999999997,4.45,7.92,2,20.619,19.965,19.655,0.0189,0.0163,0.016,20.6425,19.9176,19.7684,0.0343,0.0277,0.0315,28.8584,28.3241,27.7297,27.2187,26.686,26.2489,24.5685,23.0927,22.5557,22.1159,0.5217,0.4211,0.3059,0.2285,0.1635,0.1248,0.0532,0.0273,0.0219,0.0187,27.2683,26.7657,26.34,25.9737,25.6228,25.3432,23.881,22.5256,21.9923,21.5312,0.1901,0.158,0.1341,0.1144,0.0968,0.0855,0.0445,0.0255,0.0205,0.0172,26.9895,26.5684,26.1084,25.6787,25.3359,25.0303,23.5746,22.1306,21.6332,21.1903,0.1918,0.1718,0.1412,0.1137,0.0969,0.0835,0.0438,0.0231,0.0192,0.0164,24.45072,24.45072,24.45072,7.2466800000000005,7.417368,7.337232000000001,0.0256343460116,0.08287584065539999,0.058728286712499994,0.0419121557289,9130,0.865651848574,0.591806679257,0,0,1,0, ,1430,655
7572052,5.8139526644,0.10924000850299999,140.14600000000002,0.662816,149.8605,0.0359,148.3621,0.0373,-2.8605,-1.3621,-0.7837670940479999,0.24609499999999998,0.00496659,18.3722851034,21.1172834249,25.088821271100002,24.054866641900002,1.99292,0.020058199999999998,6.2917008,0.073404912,132.15517050100001,3.30089640023,0.00729308390023,18.9868840971,21.7318824186,25.703420264800002,24.669465635599998,4.93739370748,0.0105447137188,18.549719434300002,21.2947177557,25.266255601999998,24.2323009727,0.0,0.0,3598.1714,1241.6176,11498.1714,17141.6176,132.1552493,-0.7838018,21.51,16.284000000000002,35.15,0.243,3.55,5.94,3,19.1725,18.8044,18.6731,0.0037,0.0039,0.0042,19.1056,18.7548,18.6269,0.0058,0.0062,0.0068,24.6696,24.0756,23.6026,23.2414,22.933000000000003,22.6788,21.5128,20.6033,20.2771,19.9604,0.0132,0.0101,0.0082,0.006999999999999999,0.0062,0.0056,0.0038,0.0033,0.0032,0.0031,24.3286,23.7324,23.255,22.8859,22.5714,22.3101,21.0841,20.1392,19.8115,19.5112,0.0143,0.0109,0.0088,0.0075,0.0066,0.0059,0.0038,0.0032,0.0031,0.003,24.0469,23.4574,22.9853,22.6176,22.3025,22.0454,20.8423,19.9317,19.6165,19.3244,0.0136,0.0105,0.0085,0.0072,0.0063,0.0057,0.0038,0.0033,0.0032,0.0031,5.98416,4.895519999999999,4.74768,4.655112,4.365480000000001,4.156152,0.0235256620097,0.0760584652774,0.053897291664199994,0.0384644573859,9136,0.577004985808,0.41500348918700003,1,0,0,0, ,1431,656
7577627,2.48221371882,0.07218041383219999,36.8613,0.712515,188.7292,0.47,173.8673,0.5802,-6.7292,8.1327,-0.36865947520400005,0.590094,0.0100286,20.1132995009,25.2552433415,26.0129020711,25.6130744787,0.502418,0.0248298,7.8437352,0.147265272,131.937824346,1.0119295634899999,0.0136973497732,21.0875217198,26.2294655604,26.98712429,26.587296697600003,1.92865646259,0.021418190192700002,20.3872602377,25.529204078299998,26.2868628079,25.887035215500003,0.0,0.0,251.0402,2147.4919,16151.0402,26047.4919,131.9380898,-0.3682103,25.061999999999998,11.505,-55.81,0.541,4.79,8.58,2,21.1661,20.3827,20.159000000000002,0.0223,0.0172,0.0207,21.3577,20.4938,20.3275,0.0477,0.0341,0.0432,27.4745,26.9356,26.5366,26.1724,25.8687,25.6078,24.1321,22.8892,22.4424,22.0613,0.1363,0.11199999999999999,0.0964,0.0828,0.0729,0.0656,0.0337,0.0215,0.0187,0.0169,26.8603,26.2654,25.8535,25.5284,25.241999999999997,24.9733,23.5594,22.2041,21.7383,21.3715,0.1228,0.0958,0.0815,0.0726,0.065,0.057999999999999996,0.0316,0.0181,0.0155,0.0142,26.6012,26.0187,25.578000000000003,25.1485,24.8006,24.5303,23.1675,21.8698,21.4263,21.0794,0.1428,0.1127,0.0934,0.0755,0.0639,0.057,0.0325,0.0197,0.0171,0.016,17.12592,17.12592,17.12592,5.033616,5.443536,5.136432,0.0266097421966,0.0860292965215,0.0609629193723,0.043506928491400004,9142,0.9316998508700002,0.6751951049510001,1,0,0,0, ,1432,657
7623373,7.076707766439999,0.192802225057,83.0077,0.622884,93.1272,0.2254,92.0075,0.1067,-2.1272,-1.0075,-0.581441380229,0.566501,0.00877163,20.3893516525,23.786872948800003,24.8754218457,24.364653363200002,0.658443,0.0254792,3.7798656000000004,0.063487368,130.651962201,4.44982993197,0.0262794430272,20.893071274300002,24.290592570599998,25.3791414675,24.868372985,6.282631802719999,0.044107851473900006,20.5185757858,23.916097082199997,25.004645979,24.4938774966,0.0,0.0,64.0636,1578.3961,11964.0636,21478.3961,130.6520118,-0.5814232,14.523,7.37,-9.23,0.493,3.59,6.6,18,20.9801,20.6034,20.4611,0.0093,0.0111,0.0143,20.8903,20.5691,20.5014,0.015,0.0187,0.0259,26.3855,25.7491,25.2225,24.8283,24.4996,24.23,22.8631,21.7061,21.3855,21.1926,0.055,0.0405,0.0314,0.0261,0.0226,0.0201,0.0114,0.0079,0.0077,0.0083,25.9235,25.4126,24.9607,24.5841,24.2374,23.9374,22.5215,21.3324,21.0132,20.8134,0.0605,0.0499,0.0415,0.035,0.0298,0.0258,0.013999999999999999,0.0094,0.0092,0.0098,25.9216,25.2785,24.7472,24.3458,24.0069,23.7251,22.3427,21.1628,20.8601,20.6761,0.0888,0.065,0.0502,0.0414,0.0355,0.0312,0.0175,0.0118,0.0117,0.0127,8.344560000000001,8.37312,9.11904,2.636256,2.646168,2.5994639999999998,0.023534314619,0.0760864391631,0.0539171147921,0.038478604402,9187,0.466111787039,0.35232616412900003,1,0,0,0, ,1440,658
7669137,5.3033234127,0.108976048753,153.645,0.779625,127.5931,0.1581,124.9711,0.1971,1.4069,4.0289,-0.26182528226999996,0.409771,0.00955608,19.403372433199998,23.765708702399998,25.1886297187,24.584667960999997,0.814539,0.017834700000000002,5.6449344,0.07324464,131.22279852,3.34506448413,0.011434523809499999,19.9037314789,24.2660677481,25.6889887644,25.085027006700003,4.79708758503,0.019300170068,19.5122985948,23.8746348641,25.297555880300003,24.693594122600004,0.0,0.236338797814,3581.5764,432.1229,31481.5764,28332.1229,131.22270600000002,-0.2615849,23.822,11.902999999999999,68.29,0.5,3.5,5.28,3,20.1602,19.8716,19.7741,0.0055,0.006999999999999999,0.0093,20.0989,19.8218,19.7451,0.0078,0.0102,0.0137,25.9241,25.2925,24.7745,24.3699,24.0269,23.7399,22.3314,21.2888,20.9628,20.7357,0.0283,0.021,0.0164,0.0135,0.0115,0.0101,0.0055,0.0042,0.0041,0.0043,25.6972,25.0608,24.5626,24.1757,23.8396,23.5549,22.1452,21.039,20.6995,20.4457,0.0384,0.0284,0.0225,0.0189,0.0162,0.0142,0.0078,0.0056,0.0054,0.0055,25.6678,25.0304,24.5208,24.1067,23.7392,23.4387,22.0124,20.9039,20.5678,20.3172,0.0539,0.0399,0.0313,0.0256,0.0213,0.0184,0.0099,0.0071,0.0069,0.006999999999999999,16.98312,14.172479999999998,16.43544,3.711792,3.781848,3.665928,0.026013240686900002,0.08410080714069999,0.0595963344137,0.0425316485231,9237,0.458789887082,0.366928411373,1,0,0,0, ,1450,659
7669323,7.23090277778,0.124626913265,142.127,2.78897,91.9404,0.1631,93.5887,0.1743,1.0596,-0.5887,-0.221343485881,0.14668599999999998,0.0145371,20.3258553644,24.1943631189,24.8520186942,24.490640140100002,0.45467700000000005,0.0197727,2.9397648,0.039467568,131.259229335,3.62868480726,0.0274675099206,21.0744635542,24.9429713087,25.600626884,25.239248329899997,6.333687641719999,0.0456724773243,20.4696950665,24.338202821,24.9958583963,24.634479842199998,0.0,0.369186046512,2801.1411,1295.0984,30701.1411,29195.0984,131.25912659999997,-0.2213197,12.462,11.142000000000001,26.59,0.106,3.5,5.28,2,20.9125,20.3312,20.1857,0.0077,0.0075,0.0095,20.8965,20.25,20.2465,0.0114,0.0106,0.0152,26.3121,25.7158,25.2543,24.8453,24.5237,24.2361,22.9077,21.7725,21.3558,21.0831,0.0402,0.0311,0.0253,0.021,0.0181,0.0159,0.0094,0.0066,0.0059,0.0059,25.6234,25.0137,24.5597,24.1608,23.8504,23.5717,22.27,21.1781,20.7926,20.5292,0.0357,0.0273,0.0223,0.0187,0.0163,0.0145,0.0087,0.0064,0.0059,0.0059,25.2415,24.612,24.1353,23.7318,23.4145,23.1363,21.9165,20.9088,20.5568,20.3178,0.0362,0.0272,0.0218,0.0182,0.0157,0.013999999999999999,0.0091,0.0072,0.0068,0.006999999999999999,9.62304,6.94344,6.1908,2.875824,2.8588560000000003,2.63424,0.027051785043799997,0.0874584210467,0.0619756395354,0.044229668546599994,9237,0.7053794373000001,0.579285706189,1,0,0,0, ,1451,660
7674731,7.57206632653,0.152548894558,180.0,0.0,83.9974,0.0357,95.9003,0.0338,7.0026,-4.9003,0.111387196666,0.110801,0.00774115,19.124189950999998,21.4132850839,24.8019639764,23.840693940799998,1.7240400000000002,0.021096900000000002,3.712884,0.046132464000000005,131.12990624399998,3.84105725624,0.011889739229,19.8610990222,22.1501941552,25.538873047600003,24.577603011999997,6.004145408159999,0.0196584112812,19.3760979711,21.665193104,25.053871996399998,24.0926019608,0.0,0.0,1579.2302,543.4207,33479.2302,4443.4207,131.129522,0.1112248,16.719,11.181,66.95,0.331,3.5,5.94,0,20.2378,19.8477,19.6202,0.0052,0.0061,0.0061,20.2526,19.8529,19.6129,0.009000000000000001,0.0105,0.0103,26.2497,25.6528,25.1456,24.7351,24.3731,24.0715,22.4582,21.0725,20.7638,20.5328,0.0418,0.0318,0.025,0.0205,0.0172,0.0149,0.0067,0.0038,0.0037,0.0039,25.6289,25.0442,24.5675,24.1852,23.8382,23.5373,21.9301,20.6039,20.3248,20.1161,0.0398,0.0307,0.0248,0.0209,0.0177,0.0154,0.006999999999999999,0.0041,0.0042,0.0044,25.4265,24.837,24.3383,23.9441,23.6004,23.3012,21.6763,20.3338,20.0682,19.8661,0.0404,0.031,0.0245,0.0205,0.0174,0.0151,0.0068,0.0039,0.004,0.0043,6.130319999999999,6.16728,6.34872,2.873976,2.69808,2.599128,0.0311686206134,0.100768150443,0.07140730982530001,0.0509606947029,9243,0.68710161546,0.455640210482,1,0,0,0, ,1452,661
7705421,8.04620181406,0.109552508503,162.55100000000002,0.591518,251.3826,0.1218,253.74400000000003,0.1499,-1.3826,-3.7439999999999998,-0.390167715157,0.319815,0.00533543,17.6025630747,22.827522299800002,24.7360226967,24.0198623817,1.03998,0.012238299999999999,9.2908704,0.079916088,128.47116336,5.11986252834,0.0137419217687,18.0933946279,23.3183538529,25.226854249899997,24.5106939348,7.8435019841299995,0.0268869401927,17.6302653511,22.855224576199998,24.7637249731,24.0475646581,0.0,0.151826484018,3049.6863,1674.4968,26949.6863,25574.4968,128.4711959,-0.39027259999999997,41.601000000000006,26.373,87.48,0.366,3.5,5.94,18,18.0707,17.7569,17.7809,0.0029,0.0044,0.0054,18.0527,17.783,17.7991,0.0044,0.006999999999999999,0.0085,25.3907,24.7513,24.279,23.8651,23.5521,23.2595,21.7869,20.3998,19.9565,19.5874,0.0322,0.024,0.0193,0.0159,0.0138,0.0121,0.0062,0.0035,0.003,0.0028,24.9727,24.3365,23.8679,23.4557,23.1492,22.8572,21.3816,20.0114,19.5491,19.1754,0.044000000000000004,0.0329,0.0266,0.022000000000000002,0.0192,0.0169,0.0086,0.0049,0.0042,0.0038,24.8957,24.2355,23.7646,23.3526,23.0247,22.7187,21.2281,19.8678,19.4306,19.0732,0.0495,0.0362,0.0291,0.0241,0.0207,0.0179,0.009000000000000001,0.0052,0.0045,0.0042,33.40848,26.528879999999997,26.31888,8.009064,7.510776,7.047768,0.040743652661199996,0.131724229054,0.09334370824680001,0.0666158721011,9276,0.425723196247,0.424748755993,1,0,0,0, ,1456,662
7712377,1.11837089002,0.11746988378699999,42.0562,6.20288,107.969,0.6289,104.1982,0.6664,-0.9690000000000001,2.8018,-0.194615468315,0.278614,0.0520595,21.5807831164,25.403209641500002,26.8785353642,26.2613000238,0.838923,0.09700089999999999,4.054428,0.27992328,129.539703428,0.33562393707500005,0.017959396258499998,22.8876154332,26.7100419583,28.1853676809,27.5681323406,0.752646683673,0.036594033446699994,22.010769871300003,25.833196396399998,27.308522119099997,26.6912867787,0.0,0.013095238095200001,152.3369,1871.3312,4052.3369,29771.3312,129.539679,-0.1944305,6.757000000000001,5.502000000000001,2.66,0.18600000000000003,7.17,10.56,2,23.2056,22.4015,21.7817,0.0794,0.0738,0.0463,23.1825,22.624000000000002,21.8853,0.1146,0.1334,0.0751,27.7053,27.2022,26.8651,26.5246,26.1551,25.8286,24.767,23.9131,23.7084,23.5038,0.1716,0.1447,0.1318,0.1161,0.0962,0.0815,0.0613,0.0558,0.0607,0.0646,27.4139,26.6501,26.1934,25.8674,25.5673,25.2926,24.0858,23.0912,22.8214,22.6432,0.2555,0.1694,0.1383,0.1234,0.1091,0.0968,0.0637,0.051,0.0522,0.0569,26.7886,26.154,25.7134,25.3608,25.0796,24.8287,23.6704,22.676,22.3783,22.0946,0.1596,0.1192,0.0987,0.086,0.0773,0.0702,0.0483,0.0386,0.0386,0.0382,5.3844,6.1488,5.18112,2.59896,2.542008,3.0401279999999997,0.0306413432223,0.0990634626376,0.0701993173222,0.050098596168400004,9288,1.25786745033,0.847981416585,0,1,0,0, ,1457,663
7723531,6.10629251701,0.14965880102,139.981,1.43143,126.7239,0.1952,126.6544,0.2057,-1.7239,-1.6544,-0.514496406074,0.282549,0.013031899999999999,19.5069806754,23.665061766799997,25.0355559875,24.4452022436,0.790127,0.025936900000000002,4.5778152,0.073492608,129.070953709,3.70507369615,0.0193712797619,20.049432560899998,24.2075136523,25.5780078731,24.987654129099997,5.679669784580001,0.0389253826531,19.5856169714,23.7436980627,25.1141922835,24.5238385396,0.0,0.0922818791946,2195.7046,3011.6125,14095.7046,22911.6125,129.071048,-0.514545,16.197,13.975,68.24,0.13699999999999998,3.56,5.94,3,20.2344,19.7258,19.6454,0.0082,0.0104,0.0111,20.1863,19.6572,19.6223,0.013000000000000001,0.0163,0.0182,26.0025,25.3284,24.8155,24.4214,24.1045,23.8375,22.5298,21.3332,20.9028,20.5862,0.0464,0.0332,0.0259,0.0216,0.0188,0.0168,0.0101,0.0067,0.0059,0.0057,25.5303,24.9519,24.4869,24.1148,23.7943,23.5242,22.1503,20.9515,20.5075,20.1691,0.0612,0.0479,0.039,0.0332,0.0288,0.0257,0.0145,0.0096,0.0084,0.0079,25.4628,24.8463,24.3684,23.985,23.6475,23.3606,22.0071,20.8202,20.4002,20.0763,0.0663,0.05,0.0403,0.0339,0.028999999999999998,0.0255,0.0146,0.0098,0.0088,0.0084,10.5,11.24424,15.173760000000001,3.3383279999999997,3.594528,3.531864,0.0364192601032,0.117743467914,0.0834365248964,0.05954549026869999,9304,0.484253907855,0.429508646482,1,0,0,0, ,1458,664
